,T0,T1,T3,T4,T2,T5,T6,T8,T9,T7,T10,T14,T11,T12,T13,T15,T17,T19,T16,T18,T20,T21,T22,T23,T24,T25,T27,T28,T26,T29,T30,T31,T33,T34,T32,T35,T36,T39,T37,T38,cost
M557,0.9631286924996383,0.7239910649124215,0.9797198813763036,0.9322958588436986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.37275724124882
M66,0.8431020547029825,0.7465421063913373,0.8761683478435887,0.838247173757948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.34446222542635
M534,0.83212141518596,0.8616055650998732,0.9630752580706308,0.8915987453683186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.339562882953004
M168,0.8126875710052983,0.8871470502120347,0.806639836620649,0.9335739153072221,0.874379985170624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.34273969522715
M446,0.8623010817009817,0.9405661266930205,0.7406603892690458,0.831522261683673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.114631097307537
M28,0.7384234864475308,0.7249523969800662,0.7026879686073276,0.9766456448839785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.975012793980705
M696,0.8193588316431724,,0.7928176297774497,0.8939542240624236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.19688504153146
M346,0.8069588263330374,0.7065533061416708,0.7228865298632939,0.817490742982389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.17800508918279
M285,0.8919629995876817,0.969079860894932,0.9444689252776828,0.711350808772216,0.8170519173511435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.137172795449125
M57,0.8958735527921131,0.7657133055839478,0.8581112850282656,0.8886240041677753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.84670427116696
M715,0.8549649198552461,0.9468695553339614,0.7270975104151627,0.7081008586682129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.464696314562474
M119,0.8670376536690665,0.7622901466449373,0.8274911376673946,0.7343572957059152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.741686099285175
M498,0.7879767333221612,,,0.8965743795289043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1445618435779
M268,0.9023723051230387,0.9065859091791719,0.7112353626110205,0.9301496468952256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.27548375154645
M536,0.7431181001846767,0.977453778795327,0.9549269643804712,0.9142252852987333,0.7641442300891823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.542677042910675
M541,0.8320893678580394,0.7361161011556124,0.8804226349873956,0.711123591105995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.804939137754857
M513,0.7841200488369255,0.9446288041626193,0.8285658916259464,0.7314149645098953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.598162409005017
M101,0.7249827849578449,0.7672837066058287,0.7921848517081412,0.8565118236684911,0.8255216802415564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.112638923000551
M41,0.9317927210540156,0.923517916705404,0.8066092466221428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.63576685412461
M482,0.927805152704976,,0.7897654146837427,0.833742255031129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.73440511497927
M463,0.9192061628297855,0.7708607786723073,,0.9040014163206694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.02073943980908
M609,0.8725059138143435,,0.8593075637587475,0.7418050372191141,0.7876563586744464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.06452269322376
M217,0.8373167991592676,0.9476145663083784,,0.9682983996498317,0.7758886626559041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2396011022628
M374,0.8952821909231746,0.84030249312456,0.9723066983762373,0.8333513373899873,0.7739968308854734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.61828305371891
M479,0.80532453353963,0.8701713177433692,0.7131247993588569,0.8322078916127773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.97426097379285
M361,0.9700520307097042,0.7426491319100904,,0.7099759483939859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.14205339275414
