,T0,T1,T3,T4,T5,T7,T9,T2,T8,T6,T10,T12,T16,T19,T13,T15,T17,T18,T11,T14,T20,T22,T23,T26,T28,T29,T25,T27,T24,T21,T30,T32,T34,T37,T38,T36,T33,T35,T39,T31,T40,T41,T43,T44,T45,T47,T49,T46,T48,T42,T50,T52,T55,T51,T56,T54,T58,T53,T59,T57,T60,T63,T66,T69,T65,T61,T67,T68,T64,T62,T70,T72,T73,T78,T79,T77,T74,T75,T76,T71,cost
M101,0.9377059016459409,0.7300033304981595,0.9191226909949762,0.7369782777743574,0.8061902908731244,0.8237196585269358,0.8930345752003703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.76913365210088
M78,0.9296969691601313,0.787851091925059,,0.7716737705569356,0.9121627612170338,0.8994531948426372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.71251811352521
M187,0.8942140788404703,0.8472136888841748,0.9160962726342531,0.7039930938761094,0.751221464143322,0.8247649206630998,0.8960561742832195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.287675337321375
M44,0.7951883099617783,,,,0.7140408178918572,0.7210650985210769,0.8373972385373105,0.7176645060660999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.27016562083243
M77,0.8174743913324003,0.7592000499739043,,0.840395094435451,0.9344501478366851,0.8518194291541556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.274897356481993
M162,0.8797658786078464,0.7189130416950532,,0.7260390567170198,0.7927016688028687,0.9397196224793991,0.9568868518635852,0.7146119930053942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9404709231339
M74,0.7293013234550642,,,0.7583714491001485,0.7837733290300115,0.7022376360360997,0.8070445528122655,,0.9569861762368249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.790810990504653
M41,0.813587993821485,0.7327235816492499,,0.8694490846654721,0.9448465062272396,0.8209808831959717,0.7537098544264533,0.9411320563397862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.17936148747513
M114,0.9276221626412704,0.890239120895687,,0.7280043207978331,0.9635312834369768,0.9440671791141892,0.8031623533991978,,0.7914478862837365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.475614991058876
M172,0.9172110533559231,0.8295193968319312,,0.9345165255236865,0.8724817347181494,,0.7503044932950922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.33499823625601
M14,0.8527486891715139,0.9275545612901086,0.8888205495395738,0.9727718562820167,0.7834873595451548,0.7780313129388685,0.7257082976039009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.796549448388944
M193,0.7517352507818161,,0.8883710263811757,0.7705802933088973,0.94030319027018,0.8959862423286215,0.8871451143549463,0.856818560576255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.03534337332503
M104,0.76072371962641,,0.9115448180974612,0.8389803739283614,0.84688918802197,0.7336529794242513,0.9583000153848725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.45095813854039
M110,0.8366969239916866,0.9081026465861254,,0.860362590000455,0.8945004433243972,0.9797484334963069,0.9424259041537976,0.9590348919059695,,0.7843644235615506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.68452111073941
M3,0.83673746184482,,0.9032396489874941,0.8332838356183989,0.8387515548200998,0.8310755854202609,0.8425341630677151,,,0.9681804857787208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.999524320122825
M7,0.7594952159297559,,,0.7601560134143033,0.9656421808324295,0.9309931192813106,0.9511984555798985,,,0.8420224986044198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19447308247608
M45,0.9364977374375417,0.8641507895977463,,,0.9021420124243225,0.8242598092432457,0.8617548319481819,,0.8384195868198472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.811456684715688
M178,0.7903167486941052,,,0.7011077696586404,0.9328917490487663,0.7534296565162738,,0.7595106887758368,0.7823309514942233,0.7192614456567531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.85679799941443
M54,0.9785516666433347,,,0.9211579578010294,0.7061457351431951,0.8412799235340345,0.749585270287015,0.7188526859658859,0.8219047330828944,0.9198536537393888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.515039318286203
M17,0.9246299088452972,0.9196688253998455,,0.7939958200571473,0.9144551037992721,0.8644338808142675,0.9431034357427062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.01109179758766
M26,0.8164445966972942,,,0.7161809267572818,0.8170064642814839,0.9097011889889017,0.8805010202808576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.15398161773851
M19,0.9328501973336656,0.7346093467373411,,0.840288050171451,0.8461055218481501,0.8060716626377945,0.7955547688470088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.243670056584435
M159,0.7103385313301207,0.7105274666327943,,0.8196480098436286,0.8303433238760165,0.9198566210757234,0.9156464325635609,,0.7280331932958893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.12158742857144
M107,0.7587731916426719,,,0.7267412981777408,0.8014077725706756,0.714889125178243,0.7904414979966021,0.7341755606360009,,0.800382190773214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0901166444222
M90,0.7723671933774403,0.9465178978835622,,0.842086849928052,0.95016475441171,0.885741389095329,0.9093679884148684,,0.8249911870213977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.54554246379713
M15,0.8870661214292279,0.7490148265870491,,0.9671883361190405,,0.8792263767632337,0.9559256132860325,0.9203272997202908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.66837452633122
M195,0.9199111284889134,0.7765559444522021,0.820912429501039,0.715236450960893,0.9639267519856431,0.7056846316081593,0.8569949078402792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.10307727134372
M28,0.788660782996476,0.9591870508599998,,0.8451125048681998,0.9616648950183632,0.7270453354199775,0.8706915081042745,0.8290615324723051,,0.73975985746333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.807234375053945
M2,0.9336745767533747,0.8643907541006057,,,0.9142346854075721,0.8258257542080433,0.7702924585979027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.63350281041048
M124,0.8586742947859529,,0.9228226402129894,0.971063761194511,0.7309700365354241,0.8279797726516921,0.87648429652096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.142385250592802
M182,0.7567599962177982,,,0.904142814447813,0.764422800071986,0.8458782568167764,0.8749852843205684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.25555463427672
M71,0.8786189433623175,0.874124861327882,0.8529841291389224,,0.7251229570447741,0.9584341538897132,0.9672766762566976,0.7307409223801186,0.930914001494906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.20727276779415
M116,0.9519211846728204,,,,0.7307312359386992,0.7028974746525005,0.8089859919550858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.874929687022366
