,T0,T1,T4,T2,T3,T5,T6,T8,T9,T7,T10,T12,T13,T14,T11,T15,T16,T18,T19,T17,T20,T24,T23,T21,T22,T25,T26,T27,T28,T29,T30,T32,T33,T31,T34,T35,T36,T37,T38,T39,cost
M39,0.7086304790999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.96434567326374
M48,0.8642606895500544,0.8141073485092608,0.7469009473182572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.51353850314607
M0,0.9699687809640924,0.8340237496991414,0.9562917581239752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.49357335934161
M19,0.8143426057879277,0.8795131442923068,0.9347761628589761,0.8441814124357275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.013177202885082
M35,0.83141571119159,0.8738274255886771,0.7348301561853642,0.8772158551138868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.205340278095264
M10,0.8275638911111274,0.882333434858712,0.7825593042464821,0.8252332784199276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.33656305650022
M11,0.7927999210899355,,0.8708430080732408,,0.8947065227128655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.56661660743752
M23,0.8839214869940938,0.8605416694016095,0.9663948490138784,0.9198356681577863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.045156641325
M38,0.8690482061543013,0.8414003769959271,0.9763173750212334,0.8170815742874352,0.8544564300800613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2174194224566
M47,0.8025391844027432,0.9072977916581004,0.9551733248078987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62000644717924
M12,0.7552922382641891,0.7166165454613304,0.844528609612869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.39708752771807
M34,0.7372362321688026,0.8338721260683017,0.776841354742924,0.815707916083407,0.9330063909274138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1424034686539
M36,0.7258083403781197,,0.9342273106028043,0.9350887749931802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.41889791807384
M18,0.7184247724811095,0.7076828512620768,0.9426402645292202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.576414311591115
M29,0.8736003378575338,0.8723752833090291,0.9050247254137347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.48416547020875
M16,0.9727810064353453,0.9097550608369432,0.7015236191086478,0.7207690746655493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.08776681938984
M33,0.9034636151786644,0.7408753440673107,0.9352640974686119,0.8133154564635782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.48006764442697
M41,0.8170968806964076,0.9314112316928731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48327308268344
M24,0.9112015783240787,,0.9715560777706868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.79243468097572
M45,0.9034546721668344,,0.8147482717071394,0.7442068485989465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.955139978931132
M46,0.9421975847256209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.30830586695814
M40,0.7911331535837237,0.7269477158007578,0.9629592785529275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.57850340460893
M26,0.9728724769237924,0.753587898154689,,0.9154157739216193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.47768929387532
M25,0.9436251721712238,0.7399083077303278,0.9415945231232179,0.9648322131437467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.28136778626889
M21,0.7412245767391623,0.7650985338043103,0.9463877221719237,0.8736739559941354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.205172211981015
M42,0.8514009389887089,0.7717417898447356,0.9433848266085734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.46052297652217
