,T0,T6,T7,T8,T9,T1,T4,T5,T2,T3,T10,T12,T16,T18,T13,T14,T15,T17,T19,T11,T20,T21,T23,T27,T28,T22,T24,T29,T26,T25,T30,T33,T34,T35,T36,T37,T38,T39,T31,T32,T40,T41,T42,T43,T44,T46,T47,T49,T45,T48,T50,T53,T54,T55,T59,T56,T51,T58,T52,T57,T60,T61,T64,T65,T67,T69,T62,T66,T68,T63,T70,T71,T72,T76,T77,T78,T74,T75,T79,T73,cost
M134,0.8565807947089853,0.8189435694489743,0.859625521452387,0.7230687706942169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59738519926379
M179,0.8293395288179263,0.7478660590079929,0.9514010769136687,0.8324746589269837,0.8504148742643456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5602330485643
M128,0.9399623004957158,0.8586947479375262,0.8497355917266747,0.760097282179859,0.8422630404105392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.27067921807219
M2,0.8259280884103632,,,0.7045963992938897,,0.7832231433916748,0.7556816425026796,0.7868733503077958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.49070959668441
M138,0.8176091865869123,0.7649986143253322,0.863009745613826,0.9436694550363105,,,0.8257297548212736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.03860831910536
M1,0.8526329438413238,0.8291743497951587,0.7375938498336557,0.886618846615004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.50983029348993
M61,0.7337687604656222,,,0.9272090043025036,,0.8081301975177064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.52392561430215
M183,0.927508382546594,0.8583276595814162,0.9299660682998054,0.8408804250218327,,0.8626134991578238,0.8609343623265953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.654913023423534
M65,0.8232138589433453,,0.7057861363372506,0.9025316220402237,,0.9457644336194495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.86878373225544
M164,0.9279200245883318,,0.8406858779525632,0.9550353409339503,,0.9005468798303009,0.8180522949657053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.98763134971806
M52,0.9437665121373332,,0.7072404757609567,0.9128663793391417,,,0.874885969432787,,0.9390993855466375,0.9538212310006803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.93188863327934
M132,0.8075014774743782,,0.8625842918593487,0.933355134613169,,0.8430621237714104,0.9164501247863452,,,0.8566038367721289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.42413516705536
M109,0.9207840116210658,0.9193363920446951,0.9734716691719139,0.9548213552029722,,0.8520848876964218,0.7534569093900572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.26969564625313
M181,0.9379354653225278,,,0.7840429727908679,,,0.8977366113331209,0.707137675775756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.02919634024357
M175,0.8298808362151155,0.7136746774075546,,0.9430865206431387,,,0.8236793886095648,0.7421463255872156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.49743820502336
M33,0.8349228297544006,0.7506668997554965,0.7327780780700986,0.7434769966909418,,,0.8714997846198369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56322030299402
M22,0.8102785036190001,0.7618519571777409,,0.8220456372725764,,0.7427108009003731,0.8893952025558591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.11917923066112
M190,0.7951658603775751,,,0.7195447189501085,,,0.7655722704365444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.466727337235621
M102,0.8635098168615162,,0.7293409929284231,0.7395013047165645,,0.8957811684803908,0.7864396013776308,0.8528706051934144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.461362691221446
M146,0.7283271543515599,0.929989268138799,,0.7911911444380004,,0.8745059219894772,0.9107584303567987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.784123508502056
M173,0.8454110179316597,,,0.7707245921992091,,0.9268590140178657,,0.9306642575372582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.847796688642239
M103,0.9762277120067273,0.7148806252606618,0.901660257773664,0.9606773633616573,,0.9283814794158082,0.7235944497358433,0.8946042019485385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.90347374494232
M78,,,0.8968993370683643,0.7270577690994513,,0.7441097497048134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.55918004881934
M144,,,0.8530631621922803,0.9117238076497602,0.882562869387784,0.7960058477197883,0.9691152518628348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.21842244184657
M80,,0.961473898095917,0.7361185609762735,0.9608373213296572,0.854298093516132,0.7636949150738483,0.8637538860345813,,,0.7680002334515104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94576758205147
M83,,0.7615959760610865,0.9444581335428216,0.9282476412708561,,0.8504917151262146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.89877394055355
M182,,,,0.8082954853334104,,0.9669711309701624,0.8404543432510172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.938521027817
