,T0,T1,T4,T2,T3,T5,T9,T6,T7,T8,T10,T12,T14,T11,T13,T15,T16,T18,T19,T17,T20,T22,T23,T24,T21,T25,T26,T28,T29,T27,T30,T31,T32,T34,T33,T35,T36,T37,T39,T38,cost
M0,0.7377646858392278,0.9719347688430618,0.9582662952316612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.40491533010306
M9,0.8523077431794215,0.8032392507962798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.34347442103775
M7,0.7232018377255467,0.8319626582064866,0.7534946168056388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.640109875445123
M2,0.8480055047101084,,0.9339480600930014,0.8959388447390697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19931582397903
M8,0.8308016846100419,0.7921709283485278,0.8159257100408595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.04549829560001
M11,0.7839099488454355,,0.9086171130391079,,0.895009760376166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.92408773354879
M10,0.7967308659086509,0.8131301319188612,0.9713753334468423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99210935954787
M6,0.9577134113777678,0.8911993049723891,0.7170564603572155,,0.8669332366550536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.00779586953202
M4,0.7785456514893414,0.8526637051485898,,0.8279217835541126,0.8809022862934978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.283281688577723
M3,0.7475063632869116,0.955397967893952,0.803986794026289,,0.7881366408634759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.86797100613472
M1,0.7482440135627849,0.922138663826102,0.7555066196216378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.339446767001702
M5,0.8880872902935713,0.9269377510128385,0.8280864578146572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.97065557470626
M12,,0.8900296562388429,0.9245733589066587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.110845317569776
M20,,,,,,0.9781092065198556,0.7085897193522925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5471451118326
M23,,,,,,0.94875663229962,0.9770361181311824,0.8850736745959196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1964886681576
M19,,,,,,0.8597176815787042,0.7976067963004787,0.7874998064729006,0.804657038210926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.04310613642072
M21,,,,,,0.8952774355307379,,0.7805829225235829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.22843782559042
M14,,,,,,0.7659563014135226,0.947479367210289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.64678736283894
M16,,,,,,0.899098573837653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603346598146935
M25,,,,,,0.7853174786759609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.874393951585674
M18,,,,,,0.8467708682817665,0.8584942400677271,0.8626111091139219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.94872710652615
M22,,,,,,0.7385720697057263,0.8620862258589733,0.8457066700589234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.173671977717916
M24,,,,,,0.7571845467915373,0.9032541575367492,0.7293694119560656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6003646949454
M15,,,,,,,0.8648563880339202,0.9305541828798095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64243463528568
M17,,,,,,,0.9789061612898713,0.8025526854834586,,0.9533833155211945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.67191856485832
M13,,,,,,,0.7851224295318058,,0.7745460671366327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.60783011719994
M36,,,,,,,,,,,0.7327093758043067,0.8633623434366051,0.7361820844294893,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.102768351755714
M29,,,,,,,,,,,0.7191660306254533,0.745924659498869,0.8375807581470526,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.20524692417968
M28,,,,,,,,,,,0.9764445990796415,0.818484241119579,0.86971278963203,0.9259138409460701,0.7431748043842774,,,,,,,,,,,,,,,,,,,,,,,,,,94.2244466909169
M33,,,,,,,,,,,0.8809016833444676,0.7964741383994274,0.7315730585355832,,0.8513536274555298,,,,,,,,,,,,,,,,,,,,,,,,,,7.774304437207644
M26,,,,,,,,,,,0.8103513569717224,0.9261799410714988,0.8849301139450478,,0.8913001583963596,,,,,,,,,,,,,,,,,,,,,,,,,,28.59837812988758
M38,,,,,,,,,,,0.7252946726654851,0.842462133273336,0.7003872215686286,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.21708585687132
M30,,,,,,,,,,,0.9054230197207251,0.7524761084541264,0.8770122663246661,,0.7894894567458596,,,,,,,,,,,,,,,,,,,,,,,,,,99.5917282965236
