,T0,T3,T4,T6,T7,T1,T5,T9,T8,T2,T10,T11,T16,T19,T15,T12,T13,T14,T18,T17,T20,T21,T23,T24,T25,T26,T27,T28,T29,T22,T30,T35,T36,T37,T38,T31,T39,T33,T32,T34,T40,T41,T42,T44,T45,T49,T48,T43,T46,T47,T50,T51,T52,T54,T55,T59,T53,T58,T56,T57,T60,T62,T64,T66,T67,T69,T61,T68,T63,T65,T70,T71,T74,T75,T76,T78,T79,T72,T77,T73,cost
M0,0.8537523342944,0.821227719890282,0.7625364245015338,0.7030444743583533,0.7149980939471356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.616084486540124
M1,0.8760776423907635,,0.7361652544244126,0.7849948220774297,0.8709470259376073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.27456830901702
M11,0.7240491630906608,,0.9147712848044027,,,0.7227209803622565,0.8618582570255808,0.8414271783365623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.185852192810934
M8,0.7236705087419371,,0.7104378606069031,,,0.8178768535973755,0.9723228547155025,0.7826941945293957,0.9543396156740706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.109791905335875
M2,0.97401689782373,0.71438486641924,0.7782730368223421,,,,,,0.9318182387956235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.170150889660372
M5,0.8761996461555928,0.9638218159421919,0.7569380917499774,,0.8667622325547453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.65979046876461
M9,,,0.7651612147552251,,,0.704268283354269,0.7388433463171936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.19504564554316
M12,,,0.8127643731805166,,,0.723983242448872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.515196067873188
M6,,,0.9696988891029306,,0.7620670604547941,0.768394367957682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.370550615789966
M10,,,0.824854813083183,,,0.7634848341856387,0.724964350679149,0.7991033183144969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0096011857011
M4,,,0.7168143408495526,,0.7981230214128703,0.9656833072643425,,,0.9316331854381925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.464052008468414
M3,,,0.8040503052149288,,0.750949055327717,0.8373174353592697,,,,0.9375846461942634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.25607584542782
M7,,0.8139376225600459,0.7011572268928397,,0.8462975683702466,,,,0.9066641511428759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.13407913708186
M24,,,,,,,,,,,0.8902352332000909,0.9002142573322299,0.8695494063715158,0.9054578129426739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.679907616187563
