,T0,T2,T3,T4,T5,T6,T7,T9,T1,T8,T10,T13,T14,T16,T18,T12,T15,T17,T19,T11,T20,T26,T27,T28,T21,T22,T25,T23,T29,T24,T30,T34,T39,T31,T32,T37,T35,T38,T36,T33,T40,T44,T46,T47,T49,T42,T48,T41,T43,T45,T50,T52,T53,T54,T58,T55,T56,T59,T51,T57,T60,T63,T64,T65,T62,T67,T61,T68,T69,T66,T70,T71,T72,T74,T75,T76,T78,T77,T73,T79,cost
M34,0.860720384308919,0.8436626830002799,0.7942770791168998,0.937107141204195,0.7845929195379762,0.833802175845162,0.8041947219415261,0.7001437674833396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.169531665877022
M64,0.9798244047302197,0.8938592341690508,0.9473980255276372,0.8808643950080278,0.7647932581133587,,,0.9232023377412912,0.891095009984067,0.7982556932304887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.140882426143676
M46,0.9277798335253811,,0.7066857900784949,0.9523948852124007,,,,0.7101639652761389,0.9492973875497983,0.9084336611680011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.97814121574847
M4,0.806366223587103,,0.767163172657227,0.7015459354849833,0.7018865896597699,0.8077919971847185,,0.7536447728799238,,0.8154269764471145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.93643400275448
M27,0.814818719485153,,,0.9490922686386356,0.8740336218010855,0.8829874664442672,0.814944242590758,0.8392450630432244,0.8279933920283168,0.9796236754812074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.70435417155716
M96,0.9303514450038544,0.9386956989534759,0.9317118060066096,0.8818079556095936,0.7367276439815452,0.8518976250289845,0.7294738865164703,0.7790941185400562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1599691934574
M26,0.9418168673537428,0.8633118451608274,,0.9004904132914859,0.7929837622389225,,,0.9669193185236555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1096548417375
M76,0.9185434439838929,,0.7774416685577674,,0.8306615238550062,,,0.9112962403863601,,0.8182244211697143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.72435438317699
M79,0.7475206280248388,,0.9697039196071204,0.7635578115926046,0.7116307885598443,,0.7491812925273297,0.7465644949106722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.75239469602778
M50,0.8016241766316956,0.7165267979186725,,0.8925966549367194,0.7765972817137325,0.9197472206865255,,0.8231417664277509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.40506737137477
