,T0,T1,T3,T6,T2,T7,T8,T9,T4,T5,T10,T13,T15,T16,T17,T18,T19,T14,T11,T12,T20,T21,T22,T25,T24,T26,T23,T27,T29,T28,T30,T33,T34,T38,T31,T32,T35,T39,T37,T36,T40,T41,T42,T45,T43,T49,T47,T44,T46,T48,T50,T51,T55,T56,T58,T54,T57,T52,T59,T53,T60,T61,T62,T68,T69,T63,T65,T66,T64,T67,T70,T72,T73,T77,T78,T79,T71,T75,T76,T74,cost
M1,0.9090151264399585,0.7878148982202464,0.8584475817715116,0.7543110025091824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.87497799098531
M24,0.9524828471582654,,0.8714136630275994,,0.7717099244589504,0.7314549368240069,0.7308469769947216,0.7820963454616738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.43837903651034
M17,0.9723961162920965,,,0.7781122567505463,,0.7489890542681132,0.7943834715751618,,0.9399039662896549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.832499930822664
M20,0.7027555096671847,,0.9681434224604538,0.8512574986389609,,0.7235719103997806,0.7719696744759524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31509501832245
M8,0.9135044035147314,,,,0.808213106480508,0.7679921990532297,0.7606721343021793,0.8873231453910799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.63140344134577
M10,0.7528266105116533,0.8431671725554091,0.7568200289679707,0.7523655588100253,0.8624262335299491,0.7203451899033323,0.8344954332390309,0.9277609941501089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.272127722655704
M0,0.9577558863619512,,0.9169751199222257,0.8159421129007849,,0.9712335914862898,,0.703414710213335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.75808773263659
M3,0.9050618586895617,0.7279567895619208,0.7475185385234862,,,0.847044143677669,0.9438620492873915,0.9566779096094234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.58304666812225
M18,0.8933101194685057,,0.723012751082403,0.9215179005205671,,0.9734074243473414,,0.9040367727890034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.24697650722631
M14,0.8706082498417944,0.778488828319121,0.8755943710978602,0.9367689475394624,0.8967564696067785,0.8249701397303372,,0.8704864361726038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.60355187852232
M11,0.7602608049346886,,0.8320504079332732,0.7789970394378256,0.8270412229615044,0.7643974612645457,,0.9683679899073198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.45306357080091
M22,0.7979265205168471,,,0.8033489697088174,,0.7274268041273251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.303624495543428
M5,0.9053254443046896,0.7838811711779199,0.9511743442317426,0.7301573956146238,0.931246769437546,0.7524535527982232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.33015836085164
M4,0.9187422462152762,,,0.746580071007096,,0.7323644824291202,,,0.8266158015208769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.40896673321684
