,T0,T1,T4,T5,T6,T8,T9,T7,T2,T3,T10,T11,T12,T14,T16,T17,T15,T18,T19,T13,T20,T21,T24,T25,T26,T27,T28,T23,T29,T22,T30,T31,T32,T34,T37,T33,T35,T39,T36,T38,T40,T42,T43,T45,T47,T48,T49,T44,T41,T46,T50,T51,T52,T54,T55,T56,T59,T53,T57,T58,T60,T61,T62,T67,T68,T63,T66,T64,T69,T65,T70,T71,T74,T77,T79,T73,T75,T78,T72,T76,cost
M2,0.9189596666504514,0.939618688243662,0.761995025530788,0.8429454459995823,0.8873241018150031,0.7033842080318993,0.7741352144534128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.96567938699687
M22,0.9322858761640416,0.7328148758862228,0.9595098931648927,0.7763128965522297,,,,0.9186959801991577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.02707312838359
M13,0.936831163948503,0.957082909077925,0.7194369922209406,0.9650141074497472,0.9376525035406128,0.7761467307702938,0.7578696976081619,0.8540410408137935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26488220520882
M37,0.7614293037724952,0.73520599584832,0.9589327062966445,0.7571466325158979,0.9027318922327714,,0.7291865948415893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.69386736363842
M1,0.7740994257310194,0.7608581585110736,,0.851142626934916,0.925712535176223,0.9281391031806622,0.9693386204570887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.07289453530191
M20,0.7740566790990177,0.8556387785289781,0.9207262700525607,0.7295409025332092,0.9361101198522506,,,,0.794023689663104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.366826436107
M0,0.90583955182985,0.8392338174379584,0.853201579735096,0.881881452229855,,,0.7678611589238084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44787140911782
M30,0.8753021361874711,0.7017022247475606,0.8807160459840363,0.8108756348002348,,0.8676466403169059,0.8189157412500201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19942031405245
M41,0.77509312452324,0.7439084176984885,0.8881983329212609,0.7928539183918308,0.7679435578540192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.998955849090166
M16,0.8261492413225932,0.8001810238599408,0.8675638980397476,0.8109795301479541,0.9127386707070768,,0.9463840699226813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.561223075492
M3,0.9474285804314984,0.8708572983970266,0.8793355529075308,0.7471760566601068,,0.8443498130936844,0.8516300917086238,,0.9771891767818358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.675706641748043
M15,0.8188544459481782,0.8331839516650699,0.9280170271759347,0.877027288357229,0.7913564373351915,,0.9613399347742474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42206881873581
M39,0.829744406465249,0.9061937031301286,0.7200598327705627,0.9270482665565667,0.7806910613965024,0.8538100475773649,0.8686605913971781,,,0.8621130390286843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.20907825154143
M46,0.8267671341092598,0.8015181386153797,0.810999458888672,0.744450699153178,0.7560998591264841,,,,0.9047817696157427,0.7395462071193107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.83146634010481
