,T0,T1,T3,T4,T2,T5,T7,T8,T9,T6,T10,T11,T13,T14,T12,T15,T17,T18,T19,T16,T20,T21,T23,T22,T24,T25,T28,T29,T27,T26,T30,T31,T32,T33,T34,T35,T37,T38,T36,T39,cost
M26,0.8701685334376967,0.8956884385815892,0.8648661987533693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78280902460935
M92,0.948419615948848,0.8719786036659082,0.8619394295417347,0.8314485795549907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.16407262331162
M74,0.9148580519341006,0.8583306111823676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.89790806800335
M41,,0.8902384004263445,0.7117512153225414,0.8108991429507422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.76458731934345
M76,,0.8164662856280942,,0.7978619848062021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.143124667624974
M0,,0.8269527652873475,0.955902451916231,,0.9344069853433992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33529095293009
M65,,0.9592501536022797,,0.9027579030388331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79616642740924
M47,,0.8563529037722051,,0.7975827569405564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.693498039941517
M13,,0.9366204870058528,,0.8542605985816061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.93127687697392
M73,,0.9332309935634232,,0.8897124162118626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.582347210034996
M89,,0.704266849820758,0.9248893132406647,0.9555562181724566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.916017819123255
M29,,0.8184493211078847,,0.7742777782090273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.42741180119965
M79,,0.8800705197189685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.946291945206944
M28,,0.8594178886323884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.06673997186667
M95,,0.9607410949263444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.48532419995632
M84,,0.7369635845488474,,0.7536993565314618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.69908988010307
M6,,0.8313871328960543,0.8095941999997883,0.8866219825250721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.33865756493761
M25,,0.9583589572537747,0.7884206187554388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9131669589402
M64,,0.7822761765782048,0.9269611746457438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.42001419318127
M4,,0.82054964968739,,0.8430896380488423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.37264602590677
