,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T13,T14,T12,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T28,T29,T27,T26,T30,T32,T33,T31,T34,T35,T36,T37,T39,T38,cost
M151,0.7358469191430539,0.965879188021411,0.8705731129074592,0.7926510844844343,0.861602967817251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.51696707042426
M116,0.8981124056737468,,0.9044680827448928,0.7775239305089177,0.7481131964320665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.49922552656375
M178,0.8160691577817767,0.9247356657317103,,,0.9261422537031314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.32583289961057
M73,0.7685167600183901,,0.7004512100769815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.564238058638157
M36,0.770031115225214,,0.7501029564099312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.45581639689244
M129,0.8830723428313649,0.9487404561944395,0.9372527886002353,,0.8336292182539807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.259005734573197
M181,0.9161618824838642,,0.9313958258516171,,0.7894955567756715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.94315849278935
M144,0.8598247724435482,0.7247083561770324,0.9750920714620207,,0.9336962327845222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.51607664428028
M28,0.8568392015287942,0.8302472330449072,0.9416215003363679,0.9609037824169339,0.9614171427919164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.104787441126156
M39,0.7473754392886808,,0.8184273654179126,,0.9251778202444383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.088323615949825
M2,0.9533561719878989,,0.7909156683608636,,0.7385011682602842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.09736842215123
M155,0.8954600511945232,,0.8539522272123468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.34961437212082
M18,0.7818365682601186,0.8399871731602244,,,0.8422954271690622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.188043859755
M161,0.7809839679532216,0.8892755402657528,0.8000414401275473,,0.9001431552447926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.75877282534149
M33,0.8423477546445337,,0.7459915649195229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.224732444935475
M135,0.9247519599934717,,0.8144189054567108,,0.8987493558912091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.433371113088015
M59,0.9305118761683077,,,,0.7445408283462781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.61412222275573
M6,0.8953105363757063,,0.8773361502681554,,0.8003542222308081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.46893409202039
M25,0.9567729049423099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.30128636102462
M97,0.9322684652477132,,,0.9426180852792028,0.9168594991821077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0816860262894
M167,0.9607401573831517,0.970838813741832,0.9358503879437294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.27551821284881
M186,0.8249275599289041,0.7158392009621051,0.9381554865095886,,0.9645070353932961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.99688188465414
M47,0.8758798889379188,,0.728167110790228,,0.7553009672903357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.20912080150086
M112,0.8609385535678622,0.7503283180519583,0.8035072429226212,,0.943039118541799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.08003988817593
M188,0.7838457598890667,,0.805736729078323,,0.8938431464002659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.25674540584513
M40,0.8551906069230826,0.7263619240499939,,,0.7638861339727518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9454012277933
M136,0.8032005643665703,,0.7431491719338438,,0.7631903228210235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.41528496433798
M67,0.9136958861457991,,0.858347776285056,0.7405349871889956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.74421792020891
M52,0.7442695869574525,,0.7939119665458995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.771027455742842
M17,0.8181325632537116,0.811174970692781,0.7269058753502533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.160017202580434
M4,0.9227742665235943,0.744767920542845,0.7292848974352519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.76750457155081
M85,0.7624756076224715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.56630636991453
M71,0.9476868919213252,0.7933530157643742,0.767444366632759,,0.7028618078003064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.72037138840018
M109,0.9008839978604725,,0.9469581246310343,,0.8109779377724723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.97030439990003
