,T0,T1,T2,T3,T5,T4,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,cost
M51,0.9639450973548979,0.9398054819090912,,,,,,,,,,,,,,,,,,,79.79694643355033
M31,0.8837307699206773,,0.8511367813712739,,,,,,,,,,,,,,,,,,78.12076787329643
M6,0.9382936688477924,0.9633937757978215,,,,,,,,,,,,,,,,,,,74.76020448693328
M87,0.978066285689846,,,,,,,,,,,,,,,,,,,,69.43822833284176
M61,0.8143872747786673,0.9370494927699027,,,,,,,,,,,,,,,,,,,18.908822370024623
M28,0.8877502505849391,,,,,,,,,,,,,,,,,,,,21.546163327338498
M88,0.9690090241409941,0.8342213367545259,,,,,,,,,,,,,,,,,,,69.79220889246132
M65,0.7956867570706814,0.7030976723409659,0.7296275575228032,,,,,,,,,,,,,,,,,,66.85641112461258
M52,0.9279236871185963,,,,,,,,,,,,,,,,,,,,42.33777907162867
M56,0.7915320402644959,0.8332727324125185,,,,,,,,,,,,,,,,,,,92.80502727217858
M39,0.7536569807329657,0.9451118355857371,0.8447315800489759,,,,,,,,,,,,,,,,,,51.9853132910013
M99,0.8689098922784734,,,,,,,,,,,,,,,,,,,,65.1035689850113
M30,0.8683214660038618,,,,,,,,,,,,,,,,,,,,72.60487210345279
M29,0.7833415616636121,0.9467215733541385,,,,,,,,,,,,,,,,,,,68.47713836357201
M92,0.7070159287382876,0.9631974026826303,,,,,,,,,,,,,,,,,,,87.21660074286208
M38,0.8822614106589897,0.9220357521074434,0.8499254160605996,,,,,,,,,,,,,,,,,,88.24695446609964
M43,0.8095490391367153,0.8398104783659115,,,,,,,,,,,,,,,,,,,34.98019251183939
M47,0.8591241331310471,0.707911277559166,,,,,,,,,,,,,,,,,,,38.4290377389421
M80,0.7122734905428559,0.9166829703618679,,,,,,,,,,,,,,,,,,,15.78835045567124
M27,0.777303907909758,0.9643519139009915,,,,,,,,,,,,,,,,,,,80.37574613658443
M94,0.9231593811305294,0.796474676812875,,,,,,,,,,,,,,,,,,,16.962492007686144
M25,0.8999931363287417,0.7424466313335287,,,,,,,,,,,,,,,,,,,57.662035652184166
M7,0.8131471043653591,0.8070268682112252,0.7508207656098707,,,,,,,,,,,,,,,,,,50.490727846878144
M58,0.9352046967353692,,,,,,,,,,,,,,,,,,,,11.889694451347909
M60,0.9718957730441796,0.903596153117403,,,,,,,,,,,,,,,,,,,97.005119491978
M77,0.8179770199960632,0.9555263103684736,,,,,,,,,,,,,,,,,,,58.84763283159091
M82,0.9731029007944817,0.7433584828000916,,,,,,,,,,,,,,,,,,,55.09457334650372
M64,0.9760101159916662,0.7514455303356917,0.8622501024945789,,,,,,,,,,,,,,,,,,68.70668975922135
M89,0.8286290176249281,0.9011182408393975,,,,,,,,,,,,,,,,,,,19.653978816753366
M95,0.8098121701728972,,,,,,,,,,,,,,,,,,,,78.10562865096789
M55,0.9077042869551359,,,,,,,,,,,,,,,,,,,,64.3075412107523
M93,0.8326715819836502,0.7613221485841632,,,,,,,,,,,,,,,,,,,5.826276395150364
M35,0.7279330882302245,0.7592388351106968,0.7524408130682189,,,,,,,,,,,,,,,,,,87.47511384098176
M15,0.7337823241903839,0.7438169552259861,,,,,,,,,,,,,,,,,,,15.29735879150153
M44,0.8374669340697609,,,,,,,,,,,,,,,,,,,,14.925735116273525
M32,0.7072547538832535,0.8968325944431882,,,,,,,,,,,,,,,,,,,48.7724660048916
M46,0.8149150727029435,0.7646777347455131,,,,,,,,,,,,,,,,,,,34.796145790571146
M69,0.8155577364337352,0.9692655172212321,0.9722521532739802,,,,,,,,,,,,,,,,,,88.48545879101258
M18,0.7694253203605272,0.8484963450257451,,,,,,,,,,,,,,,,,,,16.994362242763458
M86,0.7152739193599575,0.7756850077808963,,,,,,,,,,,,,,,,,,,60.60703662480268
M53,0.8692086808797165,0.9519543327665909,,,,,,,,,,,,,,,,,,,76.17064037314682
M9,0.9403615260973142,0.8988343281616087,,,,,,,,,,,,,,,,,,,68.55977149519242
M19,0.9115324944790777,0.7855291173381629,,,,,,,,,,,,,,,,,,,80.11737810411131
M81,0.8310076281661981,,0.900206060931362,,,,,,,,,,,,,,,,,,37.655852888763306
M5,0.8805663005676254,0.7577550293899904,0.731508213660179,,,,,,,,,,,,,,,,,,63.575957536144415
M76,0.9320053653887705,0.7761305494266425,,,,,,,,,,,,,,,,,,,19.961497743761633
M78,0.8705449817975244,0.8267331539777021,,,,,,,,,,,,,,,,,,,9.504186143406487
M54,0.7327630661829769,,0.9740220092384042,,,,,,,,,,,,,,,,,,96.09483575497444
M48,0.8758897368158578,0.924141862986949,0.806115278899298,,,,,,,,,,,,,,,,,,12.903800168578863
M33,0.831964219841131,0.96146168040305,,,,,,,,,,,,,,,,,,,93.45175739330587
M63,0.7643369313767087,0.7175752593770537,,,,,,,,,,,,,,,,,,,20.365538626312897
M13,0.8080311465683488,,,,,,,,,,,,,,,,,,,,33.93254935055165
M97,0.9197377867327959,0.7507279648967571,,,,,,,,,,,,,,,,,,,41.73911846736619
M90,0.8281078200490392,,,,,,,,,,,,,,,,,,,,24.04417028725842
M67,0.8009006388714652,0.8961032518559302,,,,,,,,,,,,,,,,,,,71.24269521536424
M2,0.8599239219340168,0.7991342467308159,,,,,,,,,,,,,,,,,,,5.271405738456142
M21,0.702851568720898,,0.7191856314113059,,,,,,,,,,,,,,,,,,8.988534805217613
M45,0.8939908705166277,,,,,,,,,,,,,,,,,,,,13.980332912534806
M3,0.7256671350915566,0.8855326654079438,,,,,,,,,,,,,,,,,,,98.06347023126345
M49,0.7842426893878952,,,,,,,,,,,,,,,,,,,,41.965754337402025
M0,0.7132728546713236,0.7605445554589194,,,,,,,,,,,,,,,,,,,41.97375815931816
M16,0.9086838316711998,0.8979346376888095,,,,,,,,,,,,,,,,,,,60.06459007002766
M24,0.7929127637062173,,,,,,,,,,,,,,,,,,,,11.8147162265907
M37,0.9516049428322344,,0.8552422362120183,,,,,,,,,,,,,,,,,,61.288747662492575
M34,0.8039831827263647,0.8962394216138936,,,,,,,,,,,,,,,,,,,85.7254438073531
M14,0.739164177532196,0.7242315819893955,0.7100150325820614,,,,,,,,,,,,,,,,,,64.26141669443652
M11,0.9180615213678816,0.7548608964512038,,,,,,,,,,,,,,,,,,,66.52622970206879
