,T0,T2,T1,T3,T5,T4,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,cost
M24,0.7162095671410452,0.8940754905383049,,,,,,,,,,,,,,,,,,,94.69253418081121
M16,0.7124221786313203,0.9478079295701742,,,,,,,,,,,,,,,,,,,11.987814450127772
M47,0.814135592975143,,,,,,,,,,,,,,,,,,,,65.43200355618025
M5,0.9548320448243568,0.9347626280844834,,,,,,,,,,,,,,,,,,,69.14501668307138
M4,0.9116575573898917,0.9536822439422115,0.9184339735255296,,,,,,,,,,,,,,,,,,76.04646083851394
M25,0.9346706570358247,0.923983674834155,,,,,,,,,,,,,,,,,,,44.30120441336603
M15,0.8785423232865207,0.8815703285159031,,,,,,,,,,,,,,,,,,,58.813555421345896
M41,0.9386197609591744,0.7106852930039862,,,,,,,,,,,,,,,,,,,71.4172983073139
M3,0.7168720017250734,0.732838420964278,0.9694653945226036,,,,,,,,,,,,,,,,,,89.83991693576178
M35,0.8632112791473264,0.7985138064831602,0.9164524137977071,,,,,,,,,,,,,,,,,,60.844356175345574
M12,0.7607005139728089,0.7574771773531164,,,,,,,,,,,,,,,,,,,40.56488935449627
M38,0.9164746395039219,0.8461754833354074,0.7118140145270373,,,,,,,,,,,,,,,,,,24.898492189012043
M40,0.8086030542731513,0.9326516909203412,,,,,,,,,,,,,,,,,,,62.6267175689861
M14,0.7192480408734838,0.8621362031786525,,,,,,,,,,,,,,,,,,,81.39315948504522
M18,0.7287251209180055,,,,,,,,,,,,,,,,,,,,96.65227293177425
M19,0.7132095723264225,0.9791616429180849,0.8762794798299582,,,,,,,,,,,,,,,,,,95.02788802002723
M6,0.7553922172980818,,,,,,,,,,,,,,,,,,,,98.95184839844623
M31,0.7626180819172418,0.936867004690722,,,,,,,,,,,,,,,,,,,72.96731628374246
M33,0.8336099971432509,0.930923075746769,,,,,,,,,,,,,,,,,,,79.81131549483761
M37,0.7448232945582579,,,,,,,,,,,,,,,,,,,,53.46557676584083
M2,0.7010444946888381,0.7560178738012007,,,,,,,,,,,,,,,,,,,72.28687063991323
M0,0.9692281289276923,,,,,,,,,,,,,,,,,,,,89.6019067637464
M34,0.9412204784815901,0.8902593549297154,,,,,,,,,,,,,,,,,,,24.23479091602098
M20,0.9160922729539932,,,,,,,,,,,,,,,,,,,,29.879654376672324
