,T0,T2,T1,T3,T4,T5,T6,T8,T7,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,cost
M94,0.7419759375979232,0.7194280925498113,,,,,,,,,,,,,,,,,,,70.35690607948368
M61,0.9107661510092491,0.7141605646500162,,,,,,,,,,,,,,,,,,,40.83301598381885
M3,0.8741868119207945,0.9262146798368873,,,,,,,,,,,,,,,,,,,11.237717567787893
M56,0.7815540293078838,0.7344923895673295,0.7129332845618431,,,,,,,,,,,,,,,,,,71.6768893846643
M90,0.9515542784769445,0.909887989098964,0.9068762836907289,,,,,,,,,,,,,,,,,,50.740061473021
M45,0.8775006208602995,0.746827663361319,,,,,,,,,,,,,,,,,,,57.714556670189666
M99,0.8153325804556547,0.7673461070673201,,,,,,,,,,,,,,,,,,,99.75023519262687
M96,0.7286314426122877,0.8878925716812675,,,,,,,,,,,,,,,,,,,93.25390139635729
M97,0.8195348602804136,0.9470435602455599,,,,,,,,,,,,,,,,,,,39.71976359543173
M1,0.9070496822456489,0.9168956963115005,,,,,,,,,,,,,,,,,,,16.57501392166919
M86,0.9519749746053183,0.8356815214907786,,,,,,,,,,,,,,,,,,,67.66871300567315
M42,0.8685794688727877,0.9543848261609276,,,,,,,,,,,,,,,,,,,96.0351736189009
M85,0.9081237265392157,0.9125874080846561,,,,,,,,,,,,,,,,,,,83.89350988678214
M57,0.8376681069155543,0.9120777992039898,,,,,,,,,,,,,,,,,,,96.3298203953626
M80,0.7639780233508373,0.8811302469885933,,,,,,,,,,,,,,,,,,,40.404282069225104
M63,0.8792448934895949,0.8783290930328287,,,,,,,,,,,,,,,,,,,39.551057588246515
M11,0.939068304759928,0.8050484094415332,,,,,,,,,,,,,,,,,,,78.27365013991458
M44,0.8875597596318233,0.789413496274483,,,,,,,,,,,,,,,,,,,50.88785296201214
M24,0.9073523373509937,0.7188347410755876,,,,,,,,,,,,,,,,,,,64.23695058726793
M79,0.822465713515016,0.9028360568573726,,,,,,,,,,,,,,,,,,,17.625336749800603
M8,0.9713377255759145,0.8413312392642742,,,,,,,,,,,,,,,,,,,55.47159728153541
M55,,0.7859996513815675,0.9551441145153051,,,,,,,,,,,,,,,,,,70.7954800252209
M2,,0.887947884453716,,,,,,,,,,,,,,,,,,,58.62052597560731
M41,,0.8297010173524673,,,,,,,,,,,,,,,,,,,15.986731290769205
M46,,0.7369273827101341,,,,,,,,,,,,,,,,,,,86.74749828323301
M49,,0.9270904864732556,,,,,,,,,,,,,,,,,,,53.181309121217204
M25,,0.8842086441011338,,,,,,,,,,,,,,,,,,,24.610628599186022
M89,,0.8514116630935821,,,,,,,,,,,,,,,,,,,26.85435462265073
M82,,0.9365185678985151,,,,,,,,,,,,,,,,,,,52.37254791326456
M51,,0.786755100902823,,,,,,,,,,,,,,,,,,,46.48811136733442
M9,,0.8327654774082156,,,,,,,,,,,,,,,,,,,68.38506431546506
M91,,0.8091689005630329,,,,,,,,,,,,,,,,,,,43.69547755943686
M17,,0.7791809920928935,,,,,,,,,,,,,,,,,,,8.024211054194822
M16,,0.969750235107271,,,,,,,,,,,,,,,,,,,85.85745019244801
M14,,0.8837210687040006,,,,,,,,,,,,,,,,,,,32.20534852621926
M93,,0.9314440397914419,,,,,,,,,,,,,,,,,,,41.87825357915014
M18,,0.9196657577787737,,,,,,,,,,,,,,,,,,,80.81855887319112
M7,,0.9238760453701801,,,,,,,,,,,,,,,,,,,32.834488919461336
M37,,0.8421393392440921,,,,,,,,,,,,,,,,,,,15.626675235263715
M33,,0.8339877142603661,,,,,,,,,,,,,,,,,,,53.498034044707836
M22,,0.8737079827271804,,,,,,,,,,,,,,,,,,,6.424739473986554
M35,,0.8290429474068545,,,,,,,,,,,,,,,,,,,95.27281750471907
M4,,0.8769189056131164,,,,,,,,,,,,,,,,,,,57.00499814508223
M20,,0.7056001341303614,,,,,,,,,,,,,,,,,,,50.655405325524704
M60,,0.7714224267506326,,,,,,,,,,,,,,,,,,,51.52637842932068
M69,,0.8078675189290915,,,,,,,,,,,,,,,,,,,40.6218945685971
M68,,0.8375857357547095,,,,,,,,,,,,,,,,,,,31.46220711618583
M28,,0.950794643586178,,,,,,,,,,,,,,,,,,,78.3368571132722
M30,,0.7293368352430327,,,,,,,,,,,,,,,,,,,19.942723111132494
M0,,0.817355912367177,,,,,,,,,,,,,,,,,,,37.8502792367691
M54,,0.8367031506331957,,,,,,,,,,,,,,,,,,,59.55992005231641
M52,,0.7327794049955453,,,,,,,,,,,,,,,,,,,61.596144542769586
M75,,0.8358335007871837,,,,,,,,,,,,,,,,,,,48.05290631418778
M66,,0.9444368031043231,,,,,,,,,,,,,,,,,,,44.37362122076877
M53,,0.8035307057243196,,,,,,,,,,,,,,,,,,,45.93428188244661
M50,,0.9593162959064176,,,,,,,,,,,,,,,,,,,63.7640347060201
M64,,0.8122271833497833,,,,,,,,,,,,,,,,,,,35.62171696003058
M47,,0.7768410678184994,,,,,,,,,,,,,,,,,,,52.37257840236696
M6,,0.9750844083074589,,,,,,,,,,,,,,,,,,,87.59312126755685
M31,,0.9764890155931549,,,,,,,,,,,,,,,,,,,63.70947562084923
M40,,0.8098121299873253,,,,,,,,,,,,,,,,,,,48.22964274643421
M76,,0.9157395363802464,,,,,,,,,,,,,,,,,,,15.44893210024279
M73,,0.7167448011370061,,,,,,,,,,,,,,,,,,,13.479718230829166
M83,,0.9570049512696115,,,,,,,,,,,,,,,,,,,76.66868276000926
M59,,0.7357670658839466,,,,,,,,,,,,,,,,,,,33.96211189248408
M62,,0.7276789558803574,,,,,,,,,,,,,,,,,,,45.24428815803854
M34,,0.7803166641367587,,,,,,,,,,,,,,,,,,,55.341286053291874
M92,,0.7330271069514845,,,,,,,,,,,,,,,,,,,35.51553368497811
M65,,0.8346242622091169,,,,,,,,,,,,,,,,,,,9.739351978229188
M67,,0.9472262542652079,,,,,,,,,,,,,,,,,,,16.217044393787614
M48,,0.9626414170279997,,,,,,,,,,,,,,,,,,,91.21566537606229
M12,,0.7502662515495236,,,,,,,,,,,,,,,,,,,19.482316367585707
M84,,0.9204011042103271,,,,,,,,,,,,,,,,,,,84.98380530196629
M87,,0.8595861492634773,,,,,,,,,,,,,,,,,,,12.517272589585957
M88,,0.8692977224247551,,,,,,,,,,,,,,,,,,,30.466435881573158
M71,,0.9576333640440665,,,,,,,,,,,,,,,,,,,80.9840693193747
M81,,0.8714581212176994,,,,,,,,,,,,,,,,,,,38.51904892649286
M15,,0.7884340619744141,,,,,,,,,,,,,,,,,,,16.590162528393183
M13,,0.734596912541434,,,,,,,,,,,,,,,,,,,18.352442801669785
M23,,0.9583187002643299,,,,,,,,,,,,,,,,,,,65.2027341397063
M39,,0.8032639982492544,,,,,,,,,,,,,,,,,,,34.24382314250566
M19,,0.7617712826970389,,,,,,,,,,,,,,,,,,,90.44475150683036
M70,,0.9016687364520671,,,,,,,,,,,,,,,,,,,51.65749112267243
M21,,0.7228657821660827,,,,,,,,,,,,,,,,,,,78.90098115927093
M77,,0.803080657362892,,,,,,,,,,,,,,,,,,,74.00598466595328
M72,,0.9080465802184954,,,,,,,,,,,,,,,,,,,12.066785572022722
M29,,0.8055440450519097,,,,,,,,,,,,,,,,,,,82.32890743421673
M32,,0.9589154217766768,,,,,,,,,,,,,,,,,,,90.9221493452186
M43,,0.8438843604687142,,,,,,,,,,,,,,,,,,,54.60785109608557
M74,,0.9342401418066324,,,,,,,,,,,,,,,,,,,73.56103209008134
M10,,0.9162716665075088,,,,,,,,,,,,,,,,,,,11.161960236683509
M98,,0.8484759069459457,,,,,,,,,,,,,,,,,,,47.654643058530255
M95,,0.7995709165709567,,,,,,,,,,,,,,,,,,,55.84455243984342
M26,,0.9124862074642861,,,,,,,,,,,,,,,,,,,24.86541006580754
M58,,0.95297354377386,,,,,,,,,,,,,,,,,,,68.80072122000738
M36,,0.9505105952148515,,,,,,,,,,,,,,,,,,,68.86853239659409
M27,,0.9270723758588424,,,,,,,,,,,,,,,,,,,78.7726742112184
M78,,0.7380634225053648,,,,,,,,,,,,,,,,,,,85.06528324494597
M144,,,,0.838517290782127,0.9393602077771854,,,,,,,,,,,,,,,,76.38054646443078
M187,,,,0.8939670308491737,0.7983820856978836,,,,,,,,,,,,,,,,45.59607481300027
M107,,,,0.9797481311158601,,0.7734614330634018,,,,,,,,,,,,,,,70.60195501264415
M188,,,,0.8903945150806465,,,,,,,,,,,,,,,,,23.161429903050706
M155,,,,0.7962515652809016,0.707170091507233,,,,,,,,,,,,,,,,77.36639372936445
M194,,,,0.856190326372928,0.9543652901262444,,,,,,,,,,,,,,,,69.39977209726224
M175,,,,0.9036938214175759,,,,,,,,,,,,,,,,,15.52494912764476
M191,,,,0.7722900108350114,,,,,,,,,,,,,,,,,72.09979821322636
M146,,,,0.7376667155417527,,,,,,,,,,,,,,,,,81.64907927885722
M177,,,,0.863971967683757,,,,,,,,,,,,,,,,,72.45425643533362
M108,,,,0.7663814807939923,,,,,,,,,,,,,,,,,48.7857257289612
M121,,,,0.7966431106912191,,,,,,,,,,,,,,,,,56.1224202510677
M142,,,,0.8229563331296185,,,,,,,,,,,,,,,,,36.78421927434631
M184,,,,0.7360209771725854,,0.8673199248160597,,,,,,,,,,,,,,,77.3942372962497
M185,,,,0.9743618621415078,0.7851376578226614,,,,,,,,,,,,,,,,59.08087883805658
M114,,,,0.7108121916254505,,,,,,,,,,,,,,,,,79.94301017324291
M158,,,,0.974096768001512,,,,,,,,,,,,,,,,,66.88253632365569
M134,,,,0.8030435207460846,,0.7745786106971962,,,,,,,,,,,,,,,77.80839902481064
M162,,,,0.8669161189937007,0.8557128329160909,0.951417365752764,,,,,,,,,,,,,,,51.54807736252976
M130,,,,0.733752794700028,,,,,,,,,,,,,,,,,62.15888162224579
M182,,,,0.9730032536838407,0.8218651634313605,,,,,,,,,,,,,,,,13.732504980950901
M105,,,,0.791793907349462,,0.8367332453073066,,,,,,,,,,,,,,,37.49469700037149
M168,,,,0.9294902212543532,,,,,,,,,,,,,,,,,75.48489947167313
M192,,,,0.8532852957106876,,,,,,,,,,,,,,,,,64.7374278744798
M141,,,,0.7603502140036866,,0.9168643357105254,,,,,,,,,,,,,,,9.944400112952177
M131,,,,0.9461592195209294,0.7247805040047663,,,,,,,,,,,,,,,,55.859189551446995
M127,,,,0.9481775214621133,,,,,,,,,,,,,,,,,63.600802266988865
M152,,,,0.9183713909070343,,,,,,,,,,,,,,,,,43.53512634873563
M111,,,,0.7922874070501789,0.7934764363786059,,,,,,,,,,,,,,,,64.94263421691028
M183,,,,0.7452298829495327,,0.8223560375966662,,,,,,,,,,,,,,,93.55907890263857
M179,,,,0.7345484352536498,,0.8392765526734732,,,,,,,,,,,,,,,69.00954749043434
M104,,,,0.9186755354908762,,,,,,,,,,,,,,,,,14.885580565096706
M160,,,,0.7385775408390074,,,,,,,,,,,,,,,,,36.62942848788792
M189,,,,0.7751156881236453,,,,,,,,,,,,,,,,,22.095888524379056
M197,,,,0.7497799940609868,,,,,,,,,,,,,,,,,77.13729372485717
M115,,,,0.8222832529875042,0.9221834457180219,,,,,,,,,,,,,,,,87.16144804166225
M122,,,,0.7336090113282235,,0.7743069545478408,,,,,,,,,,,,,,,83.24313566027922
M193,,,,0.784946380105901,,,,,,,,,,,,,,,,,26.444825892930464
M129,,,,0.9122721510231327,,,,,,,,,,,,,,,,,84.46422181505238
M180,,,,0.8391499217583611,,,,,,,,,,,,,,,,,72.99862924855103
M169,,,,0.9361285485515047,0.8869274939747329,,,,,,,,,,,,,,,,86.8107461266558
M198,,,,0.7577403292740712,0.7185839751292065,,,,,,,,,,,,,,,,63.95726819081069
M157,,,,0.8223004257759541,,,,,,,,,,,,,,,,,27.332723092529783
M148,,,,0.9333319551411896,0.8536981468522381,,,,,,,,,,,,,,,,14.665154892952451
M136,,,,0.8875311266949908,,,,,,,,,,,,,,,,,60.95020588694772
M163,,,,0.9191763320761781,,0.8157816588538457,,,,,,,,,,,,,,,80.79321000334356
M171,,,,0.9494197975459783,0.9635738943555557,,,,,,,,,,,,,,,,83.03040330710235
M128,,,,0.7824914616950366,,0.8509347193658321,,,,,,,,,,,,,,,54.582716059782136
M153,,,,0.7713689648775721,,,,,,,,,,,,,,,,,18.80925110247631
M100,,,,0.9253995574366083,,,,,,,,,,,,,,,,,17.781247019107465
M181,,,,0.7713576609306771,,,,,,,,,,,,,,,,,27.966561546538127
M126,,,,0.7274556105469896,,,,,,,,,,,,,,,,,55.732745145752595
M176,,,,0.776074778867413,,,,,,,,,,,,,,,,,35.3719231793949
M117,,,,0.9139884771923621,,,,,,,,,,,,,,,,,51.03236905854281
M109,,,,0.8828895619316088,0.8731538131359906,0.8585638289977573,,,,,,,,,,,,,,,75.39550443870492
M135,,,,0.8841885499009127,,0.7724362514295968,,,,,,,,,,,,,,,54.107106469728826
M164,,,,0.7372778683314456,,,,,,,,,,,,,,,,,97.36798399040812
M133,,,,0.8996367963338294,,,,,,,,,,,,,,,,,91.32792384548881
M170,,,,0.9490267259125598,,,,,,,,,,,,,,,,,20.027534412828658
M186,,,,0.9343096472417918,,0.7522473732846975,,,,,,,,,,,,,,,74.06169127593216
M173,,,,0.8641856381646814,,,,,,,,,,,,,,,,,59.51265242542179
M166,,,,0.9695296250430412,,,,,,,,,,,,,,,,,86.73649608233052
M123,,,,0.7989313204980354,0.8678566320091753,0.7589920421796076,,,,,,,,,,,,,,,77.51457479470241
M196,,,,0.9658999255922578,,,,,,,,,,,,,,,,,86.35077558170579
M132,,,,0.9749232728692453,,,,,,,,,,,,,,,,,64.89203266737579
M178,,,,0.9417503017726372,,,,,,,,,,,,,,,,,32.27175549703448
M139,,,,0.8963732227161652,0.7606713027966567,,,,,,,,,,,,,,,,19.629838791905804
M110,,,,0.7373572244035964,0.7462622914454269,,,,,,,,,,,,,,,,66.26970500478177
M120,,,,0.8925208236914398,,0.8308858903291592,,,,,,,,,,,,,,,26.697941667047058
M137,,,,0.7526864708871682,0.8594811498981587,0.8160688376482725,,,,,,,,,,,,,,,82.7913205170445
M112,,,,0.8171249308083259,,,,,,,,,,,,,,,,,95.07637192206967
M151,,,,0.8651045364324793,,,,,,,,,,,,,,,,,66.10225456684933
M138,,,,0.9246304966074855,,,,,,,,,,,,,,,,,16.416255668666246
M159,,,,0.7696133345350632,0.7023497179388626,,,,,,,,,,,,,,,,48.551354345909964
M190,,,,0.9571257181261925,,0.7801658708401263,,,,,,,,,,,,,,,25.470979632021756
M119,,,,0.8217562660146529,,,,,,,,,,,,,,,,,96.77654311198593
M101,,,,0.7309475093241935,0.8899478392816289,,,,,,,,,,,,,,,,77.51136654219705
