,T0,T1,T2,T3,T5,T4,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,cost
M22,0.9764720828969342,0.7457689685477192,,,,,,,,,,,,,,,,,,,61.128910573436094
M181,0.7521804570103774,0.7934589895401474,,,,,,,,,,,,,,,,,,,88.47742547917014
M146,0.9181373403927696,0.9709376833068204,0.8635194767018339,,,,,,,,,,,,,,,,,,43.411941733263696
M36,0.7732573430062519,,,,,,,,,,,,,,,,,,,,45.74953358281391
M35,0.7446025956705002,0.8905345742806159,,,,,,,,,,,,,,,,,,,70.27357929750978
M27,0.7734095957916086,0.7009573640608447,,,,,,,,,,,,,,,,,,,42.98667805844113
M104,0.8313775130559746,0.7164616097248806,,,,,,,,,,,,,,,,,,,50.18596693350909
M90,0.8982301785456747,0.8715335147447191,,,,,,,,,,,,,,,,,,,55.345868495719294
M178,0.9067836558417889,0.7854089554856686,,,,,,,,,,,,,,,,,,,29.94686296509217
M143,0.8908384273913964,0.8808624342572831,,,,,,,,,,,,,,,,,,,27.25334783188963
M89,0.7919160292684219,0.7736191492641452,,,,,,,,,,,,,,,,,,,66.23604716953547
M43,0.9655085517688783,0.7191045299065573,,,,,,,,,,,,,,,,,,,98.96115194427894
M47,0.8891857514635699,0.7141969796826937,,,,,,,,,,,,,,,,,,,17.472537046383906
M162,0.7331404910718213,0.9176881497307727,,,,,,,,,,,,,,,,,,,16.320105221533147
M131,0.7127377770440583,0.9261005940491965,,,,,,,,,,,,,,,,,,,56.22308586305461
M135,0.7290069556892215,0.9025288747816564,0.8846825892084141,,,,,,,,,,,,,,,,,,90.22152359171433
M120,0.8860253964013924,0.7950273063958408,,,,,,,,,,,,,,,,,,,47.63853134048367
M91,0.9376923312057672,0.799344489083722,,,,,,,,,,,,,,,,,,,7.803932308618171
M167,0.7880138201754237,0.7551486674179638,,,,,,,,,,,,,,,,,,,28.60059155580943
M173,0.9404883733216819,0.8906654739067936,,,,,,,,,,,,,,,,,,,18.643917996468915
M18,0.8519094020829929,0.718040539789924,,,,,,,,,,,,,,,,,,,40.85992995220468
M73,0.7126227606819543,0.9283231401931982,,,,,,,,,,,,,,,,,,,91.8242071330322
M33,0.7298315336151995,0.8363074383635858,0.9550735235501633,,,,,,,,,,,,,,,,,,20.413198024298328
M21,0.8983910278650975,0.7493390037688632,,,,,,,,,,,,,,,,,,,90.59478590484575
M103,0.9179280407379802,0.719040844687732,,,,,,,,,,,,,,,,,,,38.0598730463394
M102,0.8752908186446486,0.8849086008258602,,,,,,,,,,,,,,,,,,,21.399067489258396
M157,0.7191998867872197,0.9631175323812616,0.8039369502360768,,,,,,,,,,,,,,,,,,13.347301693722857
M133,0.8002603640591228,0.970097255990431,,,,,,,,,,,,,,,,,,,11.448079132781569
M54,0.8862347800060679,0.7562664323228168,,,,,,,,,,,,,,,,,,,90.80711957136094
M81,0.8726852633200125,0.9281850531789646,,,,,,,,,,,,,,,,,,,19.082971350826057
M107,0.8923618329776298,0.7098854808928692,,,,,,,,,,,,,,,,,,,38.38963756098244
