,T0,T2,T3,T1,T4,T5,T6,T7,T8,T9,T10,T13,T11,T14,T12,T15,T17,T19,T16,T18,T20,T22,T23,T24,T21,T25,T26,T29,T27,T28,T30,T31,T32,T33,T34,T35,T37,T39,T36,T38,cost
M22,0.9462479644095043,0.8703664344532083,0.721859844231114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43498857624015
M47,0.9232110087749782,0.8116205514031639,0.7213130074230995,0.8855828587347258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.773084143861263
M37,0.7120751716423211,0.8808837558963445,0.7637045796600173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.35816441030077
M5,0.9434807391934135,0.7008547811364008,0.7967977677957887,0.9334755545899402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.567941640088264
M24,0.9154738495630789,0.9509553415314737,0.7208352004468807,0.9089039586086106,0.779458132019152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.84910253093444
M6,0.8656023883693769,0.8565117951213042,0.7585465943540701,0.7192526744199921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.773107449810731
M35,0.9629850463487836,0.7811991742195923,0.8336567620614511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.426349391553283
M30,0.9532531660675335,0.9306576890958465,,0.725427330845524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.967269693907053
M45,,0.707650762129153,0.9407237897272669,0.8985205128371172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.10122977598383
M48,,0.7940471670625961,0.9187574919998385,0.8084027639289998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76371879993745
M8,,0.7226011489651303,0.8740406547797056,0.8458057303009743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7170155135782
M41,,0.8474816494653425,0.7905840995465481,0.8614372783489722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.62673802112566
M29,,0.8878024706375337,0.7260595196595356,0.7127538753392764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.98326156870368
M46,,0.8120706194057665,0.7567535157421695,0.9490784166486212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.222796802202115
M9,,0.7304320906159616,0.8031202608023776,0.8414785809206596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.14121743516665
M14,,0.7818506005821992,0.7979650833340275,0.8620874966293763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59826552278236
M26,,0.7534906851446288,0.9008631881339543,0.9085636302733886,0.9196054353065378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.101257216007044
M42,,0.8010589024795198,0.705289008119999,0.8835556867029437,0.7241969855228039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.79331520545331
M0,,0.7971016616676216,0.8368534980902346,0.8054129156817432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29902881129941
M13,,0.9174341707582016,0.7181124757837212,0.7536716204426952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.50678190337626
M31,,0.7845026043902465,0.9534009504029658,0.9047929416577404,0.7279476515237471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.94848897377217
M12,,0.8426741347935655,0.8126522142435646,0.7603734870303841,0.8769158479858128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.507711910142035
M16,,0.7542802863626751,0.9165974723980526,0.8631018518649212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.661055049676236
M18,,0.9581966348176519,,0.8511913195238486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.230496788080416
M32,,0.7532961700137695,0.7053903173513771,0.9700801534236668,0.8447760918498188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.43564431045454
M43,,0.7699855860010734,,0.9721189290822514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.68465805918542
M3,,0.8100324362042916,0.9281951174169154,0.7997238213506095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.263446051069327
M28,,0.7382160749665801,0.762953142514664,0.9596935804238493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.78625309774852
