,T0,T1,T2,T3,T4,T5,T8,T6,T7,T9,T10,T12,T13,T14,T11,T15,T17,T19,T18,T16,T20,T21,T22,T23,T24,T25,T29,T26,T28,T27,T30,T33,T34,T31,T32,T35,T36,T37,T38,T39,cost
M1883,0.7496934258679022,0.8865060806638098,0.703510905210177,0.8569872687055451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.25798455986448
M912,0.8351928109437969,,0.7690183274406379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.043998429564844
M2949,0.7285822560757305,,0.9298309092566341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.14838267279673
M2460,0.8965276551120068,,,,0.8260893926722772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.99366685130626
M1584,0.7133789444253189,,,0.8514477734112829,0.9022120502644153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.43435282434574
M167,0.9306330972785317,0.8536338564241198,0.8112010706188431,0.8509464418831193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.88556341883969
M2693,0.8057621788933367,0.7534892075577783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.11485956271889
M573,0.8717996786342808,0.8760110966415608,0.7861287171156457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.098248210715134
M1056,0.7160029862751434,,,0.9689639929455155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.60937173993955
M2724,0.7394249509702004,,0.8824479674330704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.61406067064836
M1278,0.9410300030687956,0.9033154953002103,0.8562386232329964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2872343449404
M1030,0.7075943174680911,,0.9055572391455988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.726992267171198
M181,0.8684822095630711,,,,0.7746268495763411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.30150163589863
M327,0.8450737610075436,,0.8676243900582898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21786857747693
M85,0.9267006565776352,0.8327325703411936,,,0.7750517304271012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.98115161903158
M933,0.8057071439169916,,,0.7007305364372218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.09273604152316
M1893,0.7504308161498826,,,0.8134977688380123,0.8991408141278712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.09884564628331
M1784,0.7656773830432837,0.7956030904706275,0.7473772927664437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.16689804828628
M901,0.7519776975402971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.35125078497444
M1202,0.8612643343873647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.471149934745114
M1799,0.9569176449739758,,0.8391832857995093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3544885896971
M1489,0.8935447635835141,,,,0.7724499531122435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.746423115997782
M1888,0.7735342732060003,,,,0.9419139652452826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.53028721345295
M2272,0.7857767928976584,0.7882335982232488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.53843887550939
M2216,0.9678894656642044,0.7077982022546214,0.7102663082720668,0.907177029673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.610580585482602
M1815,0.7950873123499356,,0.9342822845776595,0.9036064684236221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.189393928848208
M1261,0.7685146295752928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.85492692677048
M2285,0.8318888414822729,,,0.8305650772183718,0.8202896685465456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0764956792836
M1913,0.7483114283566168,,0.9581804529211386,0.734615705726417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.00314602429204
M52,0.9191899827988068,0.9523577528105467,0.7507528748621726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.061432108647193
M2876,0.8114901312619379,,0.8805703371178819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6775284806335
M2096,0.764056292352532,,0.8836476280892449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.13295236481262
M2381,0.7236069822623652,0.7311820062564327,0.7558516816957992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.571504332810626
M1981,0.7923000576005391,0.7590868281687888,0.7694990657627879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.096604713200122
M1540,0.8085200373050815,0.8719281576205297,0.8557318489242989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.82211862083207
M1495,0.7109911925371403,0.9348527910362109,0.9300648468205098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4753221307497
M1162,0.8399513751354245,,0.833135993228012,0.8934277314904614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.19827809360917
M243,0.8472944232228998,0.7369401920011482,0.9535174274026872,0.7768269867807962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.47009429697796
M778,0.8707962950751488,,0.7367686066585533,0.9242524308030924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.56476709560114
M1892,0.7364902217848455,,0.9641001083035914,,0.8555872965782745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.23266718169765
M97,0.7180015513035313,0.7770293726367097,0.9150844972008875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.191040043333096
M1755,0.8978257166581771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.70730648740053
M2869,0.7820964743659182,0.7357217476071972,0.974706999566518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.529345885107986
M764,0.9039199063685437,0.7445490530096255,0.778701531649753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.86837812771234
M650,0.7132952603863897,,0.8038358513866206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.790712973643075
M1548,0.868361311602805,0.7312722030673868,0.707688025376106,0.9415565850319833,0.9750063289737765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.61093047137485
M1825,0.9157243374404542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.95776074597681
M1321,0.8124768307474972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6537561093471
M300,0.8603401063035718,,0.7924085584022617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8441928767204
M457,0.701795937633623,0.9053114966972748,0.8327820881395693,0.7940011863889732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3866323619207
M903,0.7959992025217326,,0.8405766386198044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.293763863110136
M3164,0.9626909959095166,,0.8832781610972823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.79337771739716
M1259,0.7910340697430227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.261093287725465
M1074,0.7384294754822109,0.7642743675474795,0.9283224728930671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.05720228581387
