,T0,T2,T3,T4,T6,T7,T8,T9,T1,T5,T10,T12,T15,T16,T18,T11,T13,T19,T17,T14,T20,T21,T23,T24,T25,T27,T29,T22,T26,T28,T30,T31,T34,T35,T36,T38,T39,T33,T37,T32,T40,T43,T44,T46,T47,T41,T42,T48,T49,T45,T50,T51,T53,T55,T56,T57,T54,T58,T59,T52,T60,T63,T65,T66,T61,T62,T68,T64,T67,T69,T70,T71,T73,T75,T76,T77,T78,T72,T79,T74,cost
M90,0.7113630253961825,0.8849939492868488,0.7564068746722112,0.9504346871288064,0.8895185366549738,0.7775371261381008,0.9513703418830252,0.7693150578394571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.76256530744538
M4,0.9100444395737799,0.9581711257831789,0.8349444589777619,0.7457499271599239,0.751183106027601,0.9479182889314494,0.7890549812827184,0.9149043703157376,0.7544422505700896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91523673131154
M9,0.7793799021278829,0.9666373489111929,0.8210248802918293,,0.8458521249376779,0.8993680465251433,0.8272746394979651,,,0.8939073897505131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31955702710418
M17,0.896079391312254,0.9293412647698468,0.8274250941571486,0.7936693665563549,0.867603284937263,0.9017022702288042,0.9307409230920457,0.753171356659275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.799588853943092
M77,0.8831741531267844,,,,0.7787094290023804,,0.8953331931847257,0.7109431216318556,0.9584017553580334,0.7512633574109635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.40142225933651
M86,0.7214697417267957,,0.8612798858749492,,0.7563103800770112,0.8038339702592773,0.810177130295965,0.7398826113355108,0.9600793571628699,0.9463543372373991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.14191341708062
M95,0.9083141254519493,0.9381477751206747,0.8400576110880014,0.851619441560874,0.928415743940633,0.7622916720463756,0.7902804797857313,0.9671900707757544,0.7982682316642438,0.8220068682857082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.30043723424825
M37,0.8148922109296673,0.9449574766625066,,,,0.8412414281034138,0.8813315489889745,0.927012603904991,0.7438773167598207,0.9379845553407617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19284048273742
M34,0.9762955736454078,,0.8658972087239418,0.9400789091948163,0.8868173312130241,,0.8476371710549034,,0.8199030062758964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.07094091769727
M12,0.7628253291141239,0.7546239390899809,0.7163050929306907,0.887777932645226,,0.733199129310188,0.8248902561325958,0.88671957594811,0.721714092964437,0.8311974373476924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.27335412903845
M10,0.9427902591623752,0.7457147519488272,,,0.7397716208629992,0.9587635788738484,0.88547949592231,0.8107554527162422,0.7643872856826983,0.9793706448484182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08488501069247
M48,0.7259083045525498,0.7979231674718174,,0.9471473816426934,0.8101466099742975,0.7048127114694527,,0.9211044534308819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.02934755476106
M16,0.7375271749432077,0.8767382775992173,0.9439489322615975,,0.7197817674473793,0.8929098051088897,0.9325283840328458,,,0.8234597949931302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.84185074177147
M84,0.76093815970304,0.8396073045406254,0.9196655626783385,0.9096528680846457,,0.8668201057237495,0.7905097865333873,0.7913292291201839,0.7414693870208605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.44348590590573
M67,0.8471313700463701,0.878674474163283,,,,0.9798197505656663,0.8553708481812262,,0.9426685368166019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.885990226886825
