,T0,T1,T2,T3,T4,T5,T6,T7,T9,T8,T10,T13,T11,T12,T14,T15,T17,T16,T18,T19,T20,T21,T22,T24,T23,T25,T26,T28,T29,T27,T30,T33,T31,T32,T34,T35,T37,T38,T39,T36,cost
M12,0.7333743818710862,0.8580174047924755,0.8245024812072308,0.9678975291561506,0.9495391950663706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2473753071899605
M0,0.9181479676663062,0.8812872858562523,,0.7548153252404469,0.8405155728709404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.98953995222251
M2,0.8650946977823173,0.8341742388865998,0.9538920750863712,0.8146922738253632,0.9087904671658262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.66317877373929
M10,0.9394866026119562,0.8109150343715883,,0.9305518957935323,0.7494912933683394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6631667702018
M7,0.9031191876894671,0.9083893154351996,0.8546727936218218,0.9104062336847244,0.877155281218671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.73064565438008
M6,0.8458191255720153,0.8086400360524658,0.7364499466192509,,0.7291702894181114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.037266131662676
M11,,0.8287442325562486,,0.8687135780215455,0.7530272780776033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.82910525411455
M9,,0.8040198851302065,,0.9496168884037541,0.7901765521134894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.040464298811916
M5,,0.968307109437087,0.9789264966293119,,0.7582883317056246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.99531521091397
M4,,0.7643405947398391,0.8409540957683388,0.841082472957871,0.7730696609193564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.24314643614696
M8,,,0.9335129018430592,0.779754311658819,0.9210237793807979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.83821219063564
M1,,,0.9094644850477583,0.727259533649447,0.7996896606318675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.41316101571834
M20,,,,,,0.8241232621429219,0.7670400489953922,0.8074023559409435,0.9299587241889031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.99488517792444
M19,,,,,,0.8792955774413359,,0.9105312680550994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.96465143428786
M14,,,,,,0.7853030079487137,0.8218872745818679,0.793715127459133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.84408117291508
M23,,,,,,0.952763366072237,0.7133362547182814,,,0.8991663484132845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.802890151755648
M24,,,,,,0.7716808577280386,0.7352512386325205,,,0.7478081940096509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.088986864025635
M22,,,,,,0.7721678081477761,0.9537943180580813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3885754690977
M16,,,,,,0.7885592856321452,0.9448107762452125,0.8485538231047499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.61143852575806
M13,,,,,,0.9709908141263136,0.9215943977406202,0.8750930723142629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.01447830129361
M21,,,,,,0.732591864392839,0.8477695955416649,0.96191013555629,,0.8968103907979386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.471564502205254
