,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T11,T10,T12,T13,T14,T15,T16,T17,T18,T19,cost
M1,0.7825290673001203,0.80029430041374,,,,,,,,,,,,,,,,,,,28.329422983217732
M3,0.9237145429466619,0.7991054516997829,0.9026858998076293,,,,,,,,,,,,,,,,,,57.142892555073324
M7,0.9517687795297485,0.8663341185748081,0.7538938447585168,,,,,,,,,,,,,,,,,,44.09520296092928
M12,0.7305949784199696,0.8942330624569031,,,,,,,,,,,,,,,,,,,9.100876370983137
M6,0.8195120203151396,0.954614421342299,0.8296608175565658,,,,,,,,,,,,,,,,,,55.508706689041226
M9,0.7693074476643795,0.923872088299024,0.8903921060728386,,,,,,,,,,,,,,,,,,52.68524916111329
M0,0.7904089928141488,0.8996544164001251,0.7731597165703203,,,,,,,,,,,,,,,,,,13.042002610660804
M10,0.8163559209473514,0.9318312461957742,,,,,,,,,,,,,,,,,,,96.58514838027297
M11,,0.8812621359945517,,,,,,,,,,,,,,,,,,,25.693646580468805
M5,,0.7478697759992093,,,,,,,,,,,,,,,,,,,12.540810660413376
M4,,0.7320010385190863,,,,,,,,,,,,,,,,,,,93.98809023968847
M8,,0.9261174562624981,,,,,,,,,,,,,,,,,,,94.03717585035483
M2,,,0.8174783798988564,,,,,,,,,,,,,,,,,,92.67292685221588
M18,,,,0.9085194420290179,,,,,,,,,,,,,,,,,28.69845444042171
M13,,,,0.9614225181667456,0.7145289470629446,,,,,,,,,,,,,,,,26.669215608574678
M19,,,,0.7952337712542473,0.7479717694719145,,,,,,,,,,,,,,,,26.46084539675631
M24,,,,0.9050898596087263,0.7321735779176622,,,,,,,,,,,,,,,,26.642806044467868
M22,,,,0.8018922304242964,,,,,,,,,,,,,,,,,11.094322180602202
M14,,,,0.8753955319698025,0.9669820913434173,,,,,,,,,,,,,,,,77.1880436105147
M20,,,,0.8707406931470603,0.7876814465214599,,,,,,,,,,,,,,,,97.42239656146788
M25,,,,0.9264864295867568,0.7437623052125051,,,,,,,,,,,,,,,,74.82988557904483
M16,,,,0.7308227287183504,0.7402363841716992,,,,,,,,,,,,,,,,71.59971652078802
M17,,,,0.8312460839413859,,,,,,,,,,,,,,,,,63.58719608050316
M15,,,,,0.7813914568118753,0.8493983253076167,,,,,,,,,,,,,,,25.96125990233809
M23,,,,,0.9540532234443239,,,,,,,,,,,,,,,,76.47039784301
M32,,,,,,,0.9782401763661382,0.9644946975403409,,,,,,,,,,,,,67.34847300991929
M29,,,,,,,0.7795854678288121,0.7594678294006132,0.7980914654663593,,,,,,,,,,,,88.6011470686386
M34,,,,,,,0.8892329068331076,0.9786482251904461,0.8800210690470427,,,,,,,,,,,,27.560916837396658
M30,,,,,,,0.8695265619649347,0.8342968018712146,0.7131803574101487,,,,,,,,,,,,70.21770422612319
M38,,,,,,,0.9296405361725957,0.766251772760994,0.7633208259286013,,,,,,,,,,,,78.67011755283386
M27,,,,,,,0.9185834953392166,0.8870048939739019,0.9152509624157446,,,,,,,,,,,,48.63646992970904
M31,,,,,,,,0.8261221722361016,0.8815310674369261,,,,,,,,,,,,38.42497795278635
M26,,,,,,,,0.852928155224839,0.9400030995624961,,,,,,,,,,,,88.6174541728419
M33,,,,,,,,,0.7069703070883775,,,,,,,,,,,,86.55900075019532
M37,,,,,,,,,0.802615923310999,,,,,,,,,,,,17.685688724897695
