,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T11,T10,T12,T13,T14,T15,T16,T17,T18,T19,cost
M16,0.9123642178244327,0.7409157635895766,0.7852884435864733,,,,,,,,,,,,,,,,,,87.71434444647268
M20,0.7810097954845131,0.7618404930986323,0.7958589822528372,,,,,,,,,,,,,,,,,,34.867023597994944
M11,0.8346092839678666,0.9744313384370227,0.9383771624594717,,,,,,,,,,,,,,,,,,45.223474304558735
M18,0.7893364752940909,0.7737868805418306,0.9763524232996917,,,,,,,,,,,,,,,,,,21.849389896159252
M13,0.7423753495294911,0.8988762629697644,0.7244395593320844,,,,,,,,,,,,,,,,,,27.700931249430162
M15,0.8715807229599026,,0.7927753600769734,,,,,,,,,,,,,,,,,,51.7123867054572
M19,0.8326150122889727,0.9741840202128385,0.7733538950099832,,,,,,,,,,,,,,,,,,79.61528201016957
M9,0.887775564006484,0.8931648522209891,0.7784159739618891,,,,,,,,,,,,,,,,,,58.5354946818304
M5,0.9606145819829791,,,,,,,,,,,,,,,,,,,,92.7168171300045
M22,0.9251831079545383,0.7392521924937016,,,,,,,,,,,,,,,,,,,9.404561727365902
M3,0.7802164624799994,0.8216459851078846,0.7530165120428749,,,,,,,,,,,,,,,,,,88.48078881529757
M23,0.7134182709149489,0.7473135232713916,0.7830551252854258,,,,,,,,,,,,,,,,,,43.27381088947086
M6,,0.8105616371238876,0.9381508724520617,,,,,,,,,,,,,,,,,,37.60728525312241
M1,,0.7867294036824947,0.7917312919473934,,,,,,,,,,,,,,,,,,85.3946881509504
M17,,0.7868832410570086,0.9033823046198439,,,,,,,,,,,,,,,,,,93.7334721913429
M21,,0.9751859077189493,,,,,,,,,,,,,,,,,,,95.53271377484256
M10,,0.757740287651575,0.7192261249223987,,,,,,,,,,,,,,,,,,72.32656503044957
M8,,0.8769333826754486,0.8034532842821343,,,,,,,,,,,,,,,,,,81.10799790324165
M2,,0.9441984021047789,0.7024873582067994,,,,,,,,,,,,,,,,,,43.7399294889411
M14,,0.8287697157702766,0.9102543709480703,,,,,,,,,,,,,,,,,,75.21640196740918
M12,,,0.7238797172395066,,,,,,,,,,,,,,,,,,55.05957109870701
M0,,,0.8254012072587522,,,,,,,,,,,,,,,,,,15.701611029020368
M4,,,0.8941291086749047,,,,,,,,,,,,,,,,,,49.235870475586154
M27,,,,0.9347993064596497,0.9039393904678068,,,,,,,,,,,,,,,,71.63911500593308
M41,,,,0.8267655236461904,0.9348663261195436,0.8312544611179405,,,,,,,,,,,,,,,92.18968018139692
